,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
422,423,9,1559,Caucasian,Male,24,1,2,3,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
423,424,9,9055,Hispanic,Female,21,0,0,0,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
424,425,9,7178,African American,Male,43,0,0,7,85,felony,6,1,Corrupt Public Servant,Threatening a Public Servant,
425,426,9,8891,Caucasian,Male,56,0,0,17,85,felony,4,1,Corrupt Public Servant,Threatening a Public Servant,
426,427,9,5821,Caucasian,Male,31,0,0,3,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
427,428,9,3298,Caucasian,Male,31,0,0,6,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
428,429,9,5745,African American,Male,29,0,0,2,190,felony,3,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
429,430,9,9811,African American,Female,25,0,0,5,6,felony,9,1,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
430,431,9,5370,African American,Male,23,0,0,1,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
431,432,9,10167,African American,Male,24,0,0,2,313,felony,6,1,Possession of Hydromorphone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
432,433,9,919,Hispanic,Male,36,0,0,1,243,misdemeanor,10,1,Petit Theft $100- $300,Theft,The taking of another person's property worth less than $300
433,434,9,9534,African American,Male,49,0,0,29,172,felony,6,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
434,435,9,9746,Hispanic,Male,23,0,0,0,283,misdemeanor,7,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
435,436,9,6595,African American,Male,40,0,0,0,18,felony,1,0,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
436,437,9,6862,African American,Male,31,0,0,5,97,felony,4,0,Cruelty Toward Child,Child Abuse,Intentional infliction of physical or mental injury upon a child
437,438,9,807,Caucasian,Male,23,0,0,0,45,misdemeanor,9,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
438,439,9,4441,Caucasian,Female,54,0,0,1,337,misdemeanor,2,0,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
439,440,9,9040,African American,Male,34,0,0,3,21,felony,1,0,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
440,441,9,5096,African American,Female,38,0,0,0,426,misdemeanor,4,0,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
441,442,9,730,Asian,Male,35,0,0,0,64,felony,6,0,Burglary Structure Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
442,443,9,9852,African American,Male,21,0,2,2,190,felony,10,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
443,444,9,8253,African American,Male,29,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
444,445,9,9163,African American,Male,31,1,1,12,337,misdemeanor,8,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
445,446,9,2780,Caucasian,Male,58,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
446,447,9,4510,Caucasian,Male,54,0,0,2,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
447,448,9,2405,African American,Female,24,0,0,0,167,felony,3,0,Felony Batt(Great Bodily Harm),Battery,Intentionally causing bodily harm to another person without a weapon
448,449,9,1446,Caucasian,Male,35,0,0,2,74,felony,1,0,Child Abuse,Child Abuse,Intentional infliction of physical or mental injury upon a child
449,450,9,1314,African American,Male,31,0,3,25,337,misdemeanor,8,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
450,451,10,6360,Caucasian,Male,39,0,0,0,306,felony,3,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
451,452,10,1841,Caucasian,Female,37,0,0,1,128,misdemeanor,3,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
452,453,10,657,African American,Female,24,0,0,3,190,felony,10,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
453,454,10,6449,African American,Male,51,0,0,11,243,misdemeanor,5,1,Petit Theft $100- $300,Theft,The taking of another person's property worth less than $300
454,455,10,3055,African American,Male,61,0,0,5,306,felony,2,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
455,456,10,9831,Hispanic,Male,29,0,0,0,122,misdemeanor,2,1,Disorderly Conduct,Disorderly Conduct,"Commiting an act that corrupts the public morals, outrages the sense of public decency, or affects the peace and quiet of persons who may witness them, or engages in brawling, fightin, or other conduct that constitutes a breach of the peace"
456,457,10,5372,African American,Female,29,0,0,0,190,felony,2,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
457,458,10,8863,Hispanic,Male,31,0,0,5,89,felony,6,1,Crim Use of Personal ID Info,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
458,459,10,2687,Caucasian,Male,54,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
459,460,10,8563,Hispanic,Male,27,0,0,1,239,misdemeanor,2,0,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
460,461,10,4748,African American,Female,30,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
461,462,10,4524,Caucasian,Male,20,0,0,0,190,felony,4,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
462,463,10,5968,Caucasian,Male,57,0,0,9,306,felony,4,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
463,464,10,4520,African American,Female,30,0,0,3,172,felony,6,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
464,465,10,5673,African American,Male,32,0,0,10,172,felony,6,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
465,466,10,3084,African American,Female,50,0,0,7,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
466,467,10,1522,African American,Male,23,0,0,2,45,misdemeanor,7,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
467,468,10,9495,Hispanic,Male,21,0,1,2,61,felony,7,1,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
468,469,10,5249,African American,Male,28,0,0,0,236,felony,4,0,Offn Against Intellectual Prop,Offense Against Intellectual Property,"Robbing people or companies of their ideas, inventions, and creative expressionsÑknown as Òintellectual propertyÓÑwhich can include everything from trade secrets and proprietary products and parts to movies, music, and software"
469,470,10,2400,African American,Male,30,0,2,11,372,felony,8,0,Strong Armed  Robbery,Armed Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat while in possession of a firearm or other deadly weapon"
470,471,10,5369,African American,Male,45,0,0,0,199,misdemeanor,1,0,Interfere W/Traf Cont Dev RR,Interference with Traffic Control Railroad Divide,Unlawfully interfering with a railroad divide
471,472,10,10807,Caucasian,Male,25,0,0,3,127,misdemeanor,9,1,Driving License Suspended,Driving with a Suspended License,Driving with a license that has been suspended
472,473,10,4870,Caucasian,Male,24,0,0,1,93,misdemeanor,2,0,Criminal Mischief Damage <$200,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
473,474,10,2165,African American,Male,53,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
474,475,10,3641,Caucasian,Male,26,0,0,0,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
475,476,10,8471,African American,Male,23,0,0,2,58,felony,4,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
476,477,10,4182,Caucasian,Male,32,0,0,0,317,felony,5,0,Possession Of Methamphetamine,Possession of Meth,Possession of Meth
477,478,10,5623,Caucasian,Male,32,0,0,0,242,misdemeanor,6,1,Petit Theft,Theft,The taking of another person's property worth less than $300
478,479,10,7148,Hispanic,Male,45,0,0,8,15,felony,7,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
479,480,10,4754,African American,Male,47,0,0,1,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
480,481,10,6690,African American,Male,25,0,1,7,336,felony,10,1,Resist Officer w/Violence,Resisting an Officer with Violence,"When a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty"
481,482,10,5069,African American,Male,24,1,0,2,326,misdemeanor,10,1,Prostitution/Lewd Act Assignation,Prostitution,Engaging in sex for money
482,483,10,22,African American,Male,25,0,0,3,190,felony,10,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
483,484,10,5563,Caucasian,Male,33,0,0,0,306,felony,6,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
484,485,10,10949,African American,Male,19,1,0,1,190,felony,9,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
485,486,10,208,Caucasian,Male,44,0,0,2,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
486,487,10,1300,Caucasian,Female,21,0,0,0,283,misdemeanor,5,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
487,488,10,7847,Caucasian,Male,30,0,0,0,130,misdemeanor,1,0,DUI - Enhanced,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
488,489,10,4593,Asian,Male,38,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
489,490,10,2841,Caucasian,Male,24,0,1,3,133,misdemeanor,5,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
490,491,10,7099,African American,Male,34,0,0,2,303,felony,2,0,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
491,492,10,3110,Caucasian,Male,21,0,0,0,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
492,493,10,3952,Caucasian,Male,37,0,0,0,134,misdemeanor,4,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
493,494,10,9229,African American,Male,22,0,0,0,45,misdemeanor,8,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
494,495,10,3255,African American,Male,51,0,0,4,374,misdemeanor,2,0,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
495,496,10,1718,African American,Male,25,0,1,11,190,felony,9,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
496,497,10,480,African American,Male,20,0,0,0,190,felony,9,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
497,498,10,8438,Caucasian,Female,34,0,0,12,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
498,499,10,10136,African American,Male,34,0,0,2,71,felony,3,1,Carrying Concealed Firearm,Carrying a Concealed Weapon,"When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
499,500,10,5387,African American,Male,34,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
500,501,11,8534,Caucasian,Female,44,0,0,10,171,felony,5,1,Felony Committing Prostitution,Prostitution,Engaging in sex for money
